mah_id,education_score,health_score,green_score,quiet_score,safety_score,heat_comfort,transport_score,walkability_score,social_score,nightlight_score,population_balance,daily_needs_score,coastal_proximity,affordability_score,built_growth_score
korkuteli_uzunoluk,51.37,86.62,52.41,27.41,41.23,13.49,54.55,67.65,68.09,73.36,11.84,78.4,7.24,68.2,62.72
korkuteli_yakakoy,16.28,29.44,10.96,82.35,33.22,7.24,24.78,2.41,3.78,20.72,38.49,19.96,7.24,13.71,28.29
korkuteli_yazir,45.56,62.83,56.8,62.06,56.36,42.21,60.14,26.32,29.71,32.79,62.99,52.52,7.24,36.07,39.36
korkuteli_yeleme,69.57,29.44,20.07,82.35,59.1,65.35,24.78,8.33,24.34,36.95,43.59,19.96,7.24,35.64,28.84
korkuteli_yelten,45.56,29.44,45.61,54.82,59.43,48.57,24.78,18.2,33.88,39.25,53.84,46.05,7.24,39.04,41.23
korkuteli_yeni,87.45,77.19,33.77,24.67,29.39,31.25,71.16,78.18,78.4,83.44,18.42,82.57,7.24,78.78,77.74
korkuteli_yesiloba,16.28,29.44,2.96,82.35,30.48,14.91,24.78,7.13,10.09,24.78,29.61,19.96,7.24,17.65,35.31
korkuteli_yesilyayla,57.46,66.67,48.25,49.89,56.25,56.91,24.78,37.39,50.33,38.71,64.25,62.5,7.24,43.91,42.65
korkuteli_yukarikaraman,16.28,29.44,31.36,82.35,79.93,47.48,24.78,11.4,23.57,23.03,33.77,19.96,7.24,25.27,18.86
korkuteli_caykenari,16.28,29.44,8.66,52.85,28.07,12.39,24.78,15.9,47.26,34.43,71.71,49.51,7.24,35.96,27.52
korkuteli_civgalar,16.28,29.44,18.86,82.35,73.46,71.82,24.78,49.34,3.78,17.11,22.7,19.96,15.35,8.77,28.4
korkuteli_comakli,57.46,29.44,36.84,59.1,51.43,56.36,24.78,3.4,15.35,21.27,90.95,19.96,7.24,29.82,32.68
korkuteli_cukurca,16.28,29.44,9.1,55.04,34.32,10.64,24.78,1.43,11.07,41.12,9.21,19.96,7.24,37.06,66.45
korkuteli_imrahor,45.56,29.44,41.78,41.34,41.01,26.21,58.61,57.89,61.62,65.24,61.95,67.87,7.24,55.7,47.81
kumluca_adrasan,16.28,71.33,98.79,37.17,55.92,62.83,57.57,43.64,75.22,43.42,40.35,73.9,87.06,54.11,48.9
finike_akcaalan,16.28,29.44,41.23,82.35,89.36,89.69,24.78,21.38,10.86,1.21,20.34,19.96,36.29,10.96,10.53
kumluca_altinyaka,57.46,29.44,74.34,82.35,85.53,96.38,24.78,24.78,22.37,16.45,56.09,19.96,35.53,13.6,5.26
kumluca_baglik,91.83,89.69,43.31,10.09,11.73,48.68,87.88,87.61,88.16,83.55,17.76,97.53,96.38,87.83,97.48
kumluca_belen,16.28,29.44,84.1,51.1,98.9,59.76,54.55,47.15,45.83,48.9,81.36,46.05,43.2,40.79,43.2
kumluca_beykonak,82.73,72.92,40.57,29.61,17.87,52.85,73.57,67.87,67.11,68.42,24.23,80.26,95.94,73.03,72.26
kumluca_besikci,16.28,29.44,87.5,39.36,60.96,63.38,60.91,57.57,48.9,52.74,90.63,60.42,91.01,51.75,47.48
kumluca_buyukalan,16.28,29.44,38.82,82.35,91.23,77.41,24.78,7.46,7.79,6.25,49.67,19.96,25.22,4.28,12.61
kumluca_cumhuriyet,96.87,69.24,59.65,22.04,20.5,28.4,87.06,84.98,75.44,77.08,52.41,80.59,94.96,80.92,65.24
kumluca_derekoy,16.28,29.44,24.23,82.35,84.21,54.39,24.78,26.75,3.78,6.36,37.94,19.96,20.72,4.17,9.54
kumluca_ellinci_yil,51.37,29.44,42.0,82.35,42.0,57.24,52.74,60.09,53.29,69.74,72.37,19.96,93.97,59.76,66.89
kumluca_erentepe,16.28,29.44,49.78,48.57,88.27,57.13,24.78,33.88,12.72,41.78,99.34,19.96,54.5,18.53,22.04
kumluca_eskicami,77.8,82.18,26.75,10.75,16.01,52.08,68.53,89.25,89.25,89.25,30.92,89.42,96.49,89.36,99.34
kumluca_goksu,69.57,29.44,38.93,28.73,1.21,43.64,84.76,73.46,68.86,75.22,54.93,63.71,98.36,75.11,81.58
kumluca_golcuk,16.28,29.44,63.38,82.35,90.24,80.7,24.78,31.03,8.0,8.66,40.84,19.96,29.17,4.82,10.86
kumluca_guzoren,16.28,29.44,60.86,49.67,85.31,73.03,24.78,35.31,27.3,39.58,87.77,46.05,39.58,26.1,27.74
kumluca_haciveliler,62.12,60.03,45.29,35.42,15.57,64.36,53.07,59.87,58.88,65.46,49.12,67.38,96.71,68.31,70.39
kumluca_hizirkahya,45.56,29.44,37.94,28.07,0.99,49.01,69.35,57.02,67.21,67.54,97.26,72.92,97.59,69.41,67.0
kumluca_karacaagac,16.28,29.44,71.71,82.35,89.8,71.6,24.78,32.46,3.78,20.18,60.25,19.96,37.72,2.52,11.51
kumluca_karacaoren,45.56,29.44,43.42,63.16,73.79,76.1,24.78,15.35,17.32,4.82,98.57,19.96,34.21,7.13,12.94
kumluca_karsiyaka,73.36,94.52,87.83,22.59,19.08,60.53,79.0,72.59,79.61,75.33,32.02,78.29,96.27,74.34,83.55
kumluca_kasapcayiri,65.24,93.64,93.75,24.45,35.2,66.34,82.13,79.17,75.33,73.14,73.57,72.92,95.39,73.14,71.71
kumluca_kavakkoy,45.56,29.44,44.19,36.29,0.22,57.02,54.55,19.19,62.17,66.78,92.71,46.05,97.81,59.21,66.78
kumluca_kum,73.36,81.69,19.41,28.29,1.32,30.59,86.07,72.48,66.01,74.45,46.38,65.13,98.57,77.63,78.4
kumluca_kuzca,16.28,29.44,60.2,62.94,87.83,74.45,54.55,28.4,19.96,13.27,62.39,46.05,27.63,16.89,21.49
kumluca_mavikent,85.09,67.93,99.56,36.84,46.16,77.63,70.5,54.93,73.79,54.71,17.87,82.46,89.91,64.31,60.42
kumluca_merkez,51.37,60.03,54.61,45.72,62.39,45.39,67.49,66.23,55.7,64.58,25.0,60.42,93.09,59.98,55.15
kumluca_meydan,77.8,85.75,6.8,1.86,42.65,54.61,74.07,99.01,94.63,88.93,32.13,83.88,97.04,95.39,99.56
kumluca_narenciye,91.83,84.1,77.08,16.67,14.25,66.01,72.48,83.22,83.11,83.33,41.01,79.55,96.6,77.96,82.68
kumluca_ortakoy,45.56,29.44,64.91,82.35,88.05,53.51,54.55,42.0,36.29,46.6,90.02,19.96,80.81,36.68,41.56
elmali_ovacik,16.28,29.44,23.14,82.35,71.38,44.19,24.78,1.1,3.78,3.07,16.89,19.96,22.15,0.55,9.87
kumluca_salur,57.46,60.03,42.76,44.52,39.25,50.99,66.94,44.08,47.92,54.82,55.26,59.59,90.46,57.57,59.65
kumluca_saricasu,53.45,68.09,46.05,39.14,52.96,49.12,79.61,60.2,62.39,56.47,44.41,64.2,89.58,63.16,64.69
kumluca_sarikavak,65.24,29.44,83.11,82.35,27.41,59.54,54.55,65.24,66.56,62.06,86.02,19.96,94.19,65.08,54.93
kumluca_temel_egitim,77.8,78.18,44.3,15.35,10.2,33.77,81.58,83.55,79.06,73.68,31.91,77.63,95.5,81.09,74.56
kumluca_toptas,36.57,29.44,49.89,29.82,61.4,42.0,52.36,55.59,50.88,50.44,90.24,54.77,89.8,53.18,43.97
kumluca_yazir,16.28,29.44,86.29,32.89,69.74,55.26,51.1,54.61,73.14,48.57,73.25,68.64,77.08,46.82,31.47
kumluca_yeni,91.83,90.24,72.7,13.38,6.91,61.29,86.07,83.99,85.09,77.19,19.19,94.19,97.26,84.54,92.43
kumluca_yenikisla,57.46,29.44,68.09,82.35,94.96,64.69,24.78,28.29,27.08,11.4,42.98,19.96,37.39,11.51,5.81
kumluca_yesilkoy,16.28,29.44,68.42,82.35,94.3,65.57,24.78,31.8,32.46,34.87,46.98,19.96,48.9,29.93,37.72
kumluca_calti,16.28,29.44,91.45,82.35,75.77,58.99,24.78,26.54,19.19,2.74,55.54,19.96,33.66,1.86,8.33
kumluca_cayici,16.28,29.44,60.31,62.72,61.07,77.85,24.78,20.72,15.57,14.8,38.93,19.96,41.89,11.29,22.92
korkuteli_imecik,63.43,29.44,15.35,64.25,59.32,63.6,24.78,6.14,16.01,4.93,92.71,19.96,18.31,5.81,17.54
kumluca_incircik,16.28,29.44,71.38,53.07,84.1,88.93,24.78,17.54,30.81,25.88,59.38,19.96,40.24,26.81,20.18
manavgat_a_hisar,91.83,93.31,18.53,2.63,20.18,36.07,68.53,91.23,99.01,98.68,12.94,95.67,84.98,99.62,62.28
manavgat_a_pazarci,98.96,95.83,15.24,2.85,3.62,32.13,83.72,98.57,98.03,97.04,13.16,99.01,84.76,99.78,48.36
manavgat_ahmetler,45.56,29.44,96.71,82.35,75.0,68.97,24.78,23.79,22.59,11.95,53.34,19.96,19.19,17.54,19.74
manavgat_aksaz,16.28,29.44,20.29,37.39,41.89,14.04,51.1,51.97,39.91,56.03,95.07,49.51,75.77,44.96,44.74
manavgat_altinkaya,63.43,29.44,71.49,59.76,86.84,87.83,24.78,22.15,29.82,1.1,67.27,46.05,7.24,18.91,10.96
manavgat_aydinevler,77.8,75.66,41.45,19.63,17.76,28.62,68.53,91.34,76.32,90.02,25.22,71.33,84.32,88.38,89.69
manavgat_asagiisiklar,38.76,29.44,22.48,44.85,35.96,25.99,24.78,46.38,38.38,64.91,62.17,43.91,79.06,50.22,52.08
manavgat_bahcelievler,77.8,87.55,29.71,7.46,13.93,21.71,80.87,96.6,90.68,93.09,11.07,91.83,84.87,95.18,82.79
manavgat_ballibucak,45.56,29.44,69.85,82.35,76.97,96.49,24.78,6.25,19.08,0.33,43.26,19.96,7.24,23.36,36.51
manavgat_belenobasi,16.28,29.44,34.98,82.35,66.01,7.13,24.78,28.62,27.52,44.96,94.19,19.96,56.47,24.34,44.52
manavgat_bereket,61.24,29.44,10.42,82.35,13.27,40.24,52.36,47.92,31.03,48.46,97.92,19.96,78.29,45.72,56.69
manavgat_beydigin,45.56,29.44,65.9,63.05,73.9,38.49,24.78,10.96,20.18,15.79,64.09,19.96,7.24,8.66,11.4
manavgat_beskonak,45.56,29.44,94.96,59.87,68.31,71.16,24.78,25.22,49.89,20.39,69.85,46.05,7.24,26.81,23.9
manavgat_boztepe,67.87,29.44,29.93,82.35,24.56,60.96,24.78,62.39,51.54,55.37,85.58,54.44,88.82,58.99,57.68
serik_bucakkoy,45.56,29.44,72.15,82.35,48.9,42.54,24.78,30.48,26.1,28.29,49.01,19.96,42.11,13.38,28.18
manavgat_bucakseyhler,45.56,29.44,45.18,40.46,47.81,16.34,24.78,56.03,62.94,47.7,98.25,41.01,67.0,45.94,43.09
manavgat_burmahan,45.56,29.44,40.79,82.35,84.87,96.16,24.78,21.6,25.33,5.37,84.54,49.51,7.24,28.02,40.13
manavgat_bukluce,16.28,29.44,3.84,82.35,1.97,40.9,24.78,42.32,3.78,51.97,53.73,19.96,80.48,29.71,54.28
manavgat_cevizler,16.28,29.44,42.32,82.35,47.04,22.92,24.78,37.06,13.93,47.37,50.11,19.96,77.41,27.63,40.35
manavgat_demirciler,16.28,29.44,15.68,35.09,31.25,10.75,24.78,50.11,46.05,60.96,61.51,49.51,73.57,44.74,48.03
manavgat_denizkent,16.28,29.44,10.2,82.35,11.07,38.93,24.78,51.54,47.48,52.41,60.09,51.26,82.46,52.85,55.26
manavgat_denizyaka,16.28,29.44,1.32,43.75,1.64,42.43,24.78,32.57,35.96,50.22,92.43,19.96,81.36,42.65,64.04
manavgat_degirmenozu,16.28,29.44,50.55,82.35,63.82,68.75,51.1,10.86,19.3,0.88,50.88,19.96,7.24,19.63,23.57
manavgat_dolbazlar,69.57,29.44,13.6,82.35,10.64,38.38,24.78,57.13,41.56,58.66,95.94,54.77,81.03,49.67,54.17
manavgat_dogancam,61.24,29.44,6.25,28.62,12.94,25.22,64.53,63.38,64.36,58.44,100.0,42.54,86.18,61.84,60.31
manavgat_duzagac,45.56,29.44,94.85,82.35,82.68,79.82,24.78,9.98,20.5,1.32,81.2,19.96,7.24,5.92,17.76
manavgat_dikmen,16.28,29.44,44.63,36.62,39.91,16.23,24.78,37.5,57.35,55.59,72.59,52.52,71.27,49.56,51.43
manavgat_emek,91.83,87.17,20.39,9.87,27.52,20.61,74.07,89.8,94.3,87.72,9.1,90.13,84.1,94.3,75.55
manavgat_eski_hisar,77.8,84.1,22.26,10.64,6.58,28.51,58.06,89.04,92.0,92.87,28.73,83.88,85.42,90.46,92.65
manavgat_evrenleryavsi,16.28,29.44,37.61,82.35,45.72,19.08,24.78,32.13,3.78,54.5,78.56,19.96,62.39,21.82,50.0
manavgat_evrenseki,37.66,78.84,53.62,32.24,29.61,31.36,70.61,66.45,66.67,69.85,27.19,69.13,51.75,68.42,72.81
manavgat_gaziler,34.48,29.44,90.9,57.02,56.91,51.1,24.78,22.92,34.76,2.08,31.14,60.42,7.24,20.89,16.67
manavgat_gebece,57.46,29.44,83.77,82.35,91.78,47.04,24.78,42.11,29.93,21.82,93.59,19.96,18.42,18.75,8.88
manavgat_gencler,45.56,29.44,64.04,82.35,71.16,59.87,24.78,25.77,22.48,22.7,58.39,19.96,39.69,23.68,21.71
manavgat_gultepe,77.8,29.44,11.73,82.35,37.61,32.02,61.95,83.33,62.72,77.74,50.77,58.28,80.59,76.97,95.18
manavgat_gundogdu,70.39,76.75,18.97,38.93,23.46,28.07,59.65,58.44,56.69,61.07,49.51,70.72,77.74,59.32,59.32
manavgat_guzelyali,34.48,29.44,26.54,82.35,48.14,39.47,24.78,35.09,33.0,46.27,34.38,19.96,47.37,28.51,16.01
manavgat_haciali,69.57,29.44,36.73,82.35,60.53,17.43,24.78,39.36,29.5,48.14,66.61,19.96,71.93,34.54,17.65
manavgat_haciobasi,57.46,29.44,31.25,48.9,32.57,36.4,24.78,56.47,63.82,63.38,90.02,75.99,83.99,56.69,63.71
manavgat_haciisali,16.28,29.44,47.48,82.35,74.12,29.82,24.78,35.86,13.71,55.92,71.71,19.96,61.73,29.28,35.86
manavgat_halitagalar,16.28,29.44,75.11,82.35,93.53,80.37,24.78,18.53,3.78,24.12,42.98,19.96,41.34,7.29,15.68
manavgat_hatipler,88.49,60.03,23.68,25.55,26.43,28.73,73.3,68.97,65.9,74.34,28.07,68.48,81.14,68.64,66.34
manavgat_hocalar,45.56,29.44,39.58,52.08,43.64,27.63,56.3,34.98,36.62,40.57,81.69,41.01,55.48,41.78,39.8
manavgat_hocali,66.61,29.44,46.71,82.35,85.09,20.5,24.78,34.87,23.46,35.64,62.28,19.96,47.59,17.32,6.58
manavgat_ilica,86.51,87.06,68.31,22.37,21.82,34.32,78.4,79.06,77.74,79.06,5.15,91.23,81.91,77.41,79.93
manavgat_kadilar,16.28,29.44,71.93,82.35,57.57,80.81,24.78,25.99,3.78,32.35,39.14,19.96,66.23,16.01,37.94
manavgat_kalemler,16.28,29.44,61.73,82.35,42.43,24.67,24.78,40.68,11.18,50.55,67.87,19.96,50.99,22.48,55.48
manavgat_karabucak,16.28,29.44,72.37,82.35,81.25,91.34,24.78,8.11,3.78,0.55,85.2,19.96,7.24,3.07,21.27
manavgat_karabuk,45.56,29.44,86.62,60.96,79.06,73.36,24.78,25.88,32.24,10.42,90.46,52.52,7.24,22.26,17.21
manavgat_karacalar,57.46,69.57,21.05,36.73,20.39,24.12,54.55,62.94,69.19,67.98,50.33,68.86,85.96,65.68,65.9
manavgat_karakaya,16.28,29.44,86.51,53.51,60.31,78.07,24.78,33.11,37.06,23.46,78.56,46.05,46.6,34.65,45.18
serik_karatas,57.46,29.44,49.23,82.35,49.01,51.32,24.78,33.0,25.99,25.99,53.62,19.96,38.05,14.8,12.39
manavgat_karavca,16.28,29.44,27.52,47.81,42.98,45.72,24.78,27.96,42.54,47.04,78.4,19.96,54.17,27.08,9.98
manavgat_karaoz,45.56,29.44,8.33,49.78,23.79,15.02,24.78,43.86,43.53,60.86,79.93,49.51,80.7,40.46,39.14
manavgat_kasaplar,77.8,86.84,24.56,17.76,37.72,38.05,82.13,90.68,84.87,88.71,21.05,77.63,82.13,91.67,84.32
manavgat_kavakli,77.8,83.66,59.43,18.42,31.36,33.22,70.23,85.53,76.97,86.29,10.42,82.84,82.02,86.51,95.5
akseki_kepezbeleni,16.28,29.44,79.06,61.51,65.35,58.22,24.78,16.12,22.26,23.79,27.96,19.96,16.89,6.25,3.62
manavgat_kirkkavak,45.56,29.44,58.77,62.61,81.47,93.75,24.78,2.52,20.29,0.66,66.12,19.96,7.24,1.64,3.07
manavgat_kisalar,16.28,29.44,22.37,82.35,15.46,37.06,24.78,44.41,3.78,50.0,59.05,19.96,82.24,23.46,49.12
manavgat_kizilagac,73.36,83.22,13.93,25.88,11.62,37.28,51.1,74.56,79.71,76.75,39.36,75.16,87.28,78.18,75.66
manavgat_kizildag,63.43,29.44,89.8,82.35,89.69,69.19,24.78,19.3,20.94,12.72,95.61,19.96,7.24,19.46,18.53
manavgat_kizilot,66.61,80.7,31.14,26.75,23.68,39.14,63.54,74.78,72.37,68.97,49.34,80.15,87.83,70.07,70.94
manavgat_milli_egemenlik,96.87,91.5,82.35,15.68,27.19,43.75,61.95,87.17,83.66,86.84,24.56,80.59,82.68,86.29,74.89
manavgat_mimar_sinan,91.83,91.72,39.69,15.02,35.09,14.69,76.97,91.45,82.79,87.5,31.8,82.18,82.79,86.84,76.1
manavgat_namaras,16.28,29.44,90.57,82.35,81.03,76.54,24.78,29.82,30.59,14.25,34.1,19.96,35.64,25.44,20.72
manavgat_odaonu,91.83,29.44,19.74,82.35,25.55,62.06,24.78,50.0,43.42,47.59,61.84,42.54,87.5,51.32,41.78
manavgat_oymapinar,63.43,29.44,95.18,60.42,50.66,23.79,24.78,34.65,58.99,43.64,67.76,19.96,47.26,35.09,26.97
manavgat_perakende,16.28,29.44,21.82,82.35,16.12,29.39,24.78,38.05,3.78,43.75,41.39,19.96,82.57,26.48,60.64
manavgat_salkim_evler,77.8,75.66,8.44,82.35,44.96,14.8,64.86,86.29,72.26,83.88,27.63,74.78,83.0,77.08,74.78
manavgat_salur,16.28,29.44,63.16,82.35,70.94,26.54,24.78,22.59,3.78,26.32,36.4,19.96,38.27,1.54,10.75
manavgat_sanayi,34.48,68.91,11.51,15.9,0.66,16.67,53.07,67.98,72.48,74.67,70.29,79.28,86.07,70.83,77.85
manavgat_saracli,45.56,29.44,26.1,82.35,58.99,4.71,24.78,31.91,39.04,42.21,81.47,19.96,53.73,20.89,26.32
manavgat_sarilar,84.98,84.76,81.36,25.33,22.37,35.64,66.12,75.55,75.88,75.55,0.33,93.75,81.58,73.79,82.24
manavgat_sagirin,63.43,29.44,79.17,61.18,60.75,72.59,24.78,18.75,24.12,14.58,63.82,56.63,7.24,15.9,27.63
manavgat_seydiler,36.57,29.44,13.05,34.76,9.1,34.54,24.78,57.79,59.76,62.94,90.02,19.96,85.86,54.28,49.34
manavgat_sorgun,95.07,97.37,89.04,24.23,15.9,41.56,77.3,76.64,83.0,79.82,21.38,81.03,85.64,74.56,79.5
manavgat_sulek,69.57,29.44,30.59,82.35,53.51,19.96,24.78,53.07,51.64,60.64,78.29,54.77,79.5,53.62,57.13
manavgat_side,98.41,98.19,58.0,16.23,23.57,28.95,76.37,84.32,89.58,83.66,4.39,99.23,83.88,84.1,76.64
manavgat_tasagil,82.73,66.12,84.21,37.5,37.06,43.31,65.08,38.49,68.75,54.28,24.89,75.33,52.96,56.14,53.73
manavgat_taskesigi,16.28,29.44,92.32,82.35,79.71,78.73,24.78,54.17,43.86,27.85,40.24,66.78,50.44,27.52,5.92
manavgat_tepekoy,16.28,29.44,67.98,82.35,64.58,53.95,24.78,24.34,3.78,24.67,29.61,19.96,55.26,5.37,11.62
manavgat_tilkiler,16.28,29.44,76.97,82.35,86.95,27.3,24.78,31.47,11.95,34.65,29.93,19.96,34.54,8.99,9.76
manavgat_ulukapi,88.05,63.32,29.82,39.91,34.21,16.12,24.78,67.43,50.77,63.71,28.95,53.12,79.61,58.0,54.5
manavgat_uzunkale,57.46,29.44,62.39,52.96,63.38,54.82,24.78,30.81,39.14,40.13,74.12,19.96,61.95,33.88,32.89
manavgat_uzunlar,34.48,29.44,79.5,51.86,48.03,59.21,24.78,41.12,44.3,45.29,66.39,64.91,81.25,43.53,40.02
manavgat_y_hisar,77.8,89.69,37.39,2.74,29.06,50.22,74.07,89.91,95.39,96.27,44.08,86.24,83.22,95.72,76.75
manavgat_y_pazarci,91.83,89.69,32.89,6.25,7.79,38.82,74.07,90.57,91.78,94.52,18.97,91.83,84.54,96.27,94.96
manavgat_yalcidibi,34.48,29.44,56.03,82.35,54.17,78.4,24.78,29.5,34.98,37.72,48.3,19.96,54.93,36.95,37.61
manavgat_yavrudogan,57.46,60.03,67.11,50.66,46.27,27.96,60.14,43.09,43.97,53.07,56.85,62.5,49.78,52.69,53.07
manavgat_yayla,77.8,84.1,21.71,11.95,37.28,30.92,61.95,97.7,86.07,90.35,7.13,95.18,83.66,92.32,46.6
manavgat_yaylaalan,34.48,29.44,62.28,82.35,78.18,67.21,24.78,23.9,25.11,21.16,76.75,55.65,7.24,31.14,37.28
manavgat_yenikoy,45.56,29.44,33.55,43.42,39.14,25.33,24.78,37.61,36.73,45.61,96.27,19.96,65.02,38.43,50.11
manavgat_yesilbag,45.56,29.44,87.28,82.35,84.76,87.72,24.78,7.57,46.71,2.96,80.1,52.52,7.24,12.28,22.37
serik_yesilvadi,16.28,29.44,74.12,82.35,96.93,88.16,24.78,20.94,3.78,1.75,45.72,19.96,7.24,0.05,1.43
manavgat_yukariisiklar,16.28,29.44,48.36,56.14,49.12,10.53,24.78,41.23,31.91,43.2,91.23,19.96,57.46,28.95,29.5
manavgat_cakis,71.33,29.44,28.51,42.11,14.58,49.34,24.78,52.63,55.92,53.4,57.35,60.42,65.46,56.91,69.08
manavgat_caltepe,66.61,29.44,33.44,82.35,77.85,91.45,24.78,7.68,18.64,0.0,64.97,19.96,7.24,37.77,51.1
manavgat_cardakkoy,34.48,29.44,55.04,57.24,62.72,43.42,24.78,36.62,16.34,29.93,87.17,46.05,38.71,33.11,45.94
manavgat_cavuskoy,66.61,29.44,16.67,44.08,20.94,49.89,24.78,59.21,50.44,55.81,82.68,49.51,86.62,53.95,52.3
manavgat_cayyazi,67.87,78.4,16.01,26.64,10.42,35.86,65.95,80.15,67.65,76.54,53.51,67.05,83.55,71.49,62.39
manavgat_caglayan,77.8,86.84,50.22,14.14,33.44,43.97,61.95,88.38,81.8,85.31,31.69,82.18,82.35,83.22,73.9
manavgat_celtikci,52.58,74.18,44.96,33.77,14.04,29.61,59.43,76.32,68.64,74.89,38.6,63.21,83.44,69.52,69.85
manavgat_cenger,57.46,70.07,24.67,38.82,34.43,51.75,56.3,62.61,54.39,65.02,86.18,41.01,86.95,60.53,68.09
manavgat_colakli,85.69,81.3,26.32,30.26,22.81,34.21,76.15,67.11,71.6,73.9,15.68,75.88,78.51,71.93,64.14
manavgat_orensehir,85.69,74.78,33.66,43.2,28.84,67.0,51.1,61.62,69.3,65.9,83.66,74.18,86.84,63.27,62.61
manavgat_ornek,91.83,82.18,25.88,5.7,2.19,27.85,77.47,87.72,90.35,96.71,17.54,94.9,85.31,95.5,80.92
manavgat_selale,91.83,82.18,26.43,15.13,20.72,34.76,59.21,88.71,86.95,87.83,9.76,83.88,83.77,89.04,90.13
manavgat_siseler,36.57,29.44,76.75,82.35,32.35,26.1,24.78,34.32,13.05,40.68,50.11,19.96,62.83,32.02,46.05
muratpasa_altindag,77.8,91.89,13.38,0.66,39.69,45.18,80.87,98.68,99.12,94.41,14.69,93.09,67.87,98.14,1.43
muratpasa_bahcelievler,77.8,94.41,64.47,4.39,38.49,49.45,78.67,93.75,98.36,92.0,21.49,89.42,72.15,97.59,68.53
muratpasa_balbey,77.8,93.04,12.5,2.96,13.05,23.14,61.95,97.92,93.75,99.23,85.31,79.55,70.07,98.46,27.41
muratpasa_barbaros,77.8,82.18,11.29,0.11,38.05,29.71,72.48,99.45,97.37,99.67,37.94,74.78,72.92,99.29,98.25
muratpasa_bayindir,77.8,95.67,14.69,9.21,18.86,25.44,90.52,94.19,92.76,94.85,13.71,89.42,64.8,91.67,78.84
muratpasa_cumhuriyet,91.83,99.12,13.82,0.77,10.86,22.37,80.87,98.9,97.04,94.96,8.88,97.2,63.93,93.97,8.77
muratpasa_demircikara,77.8,86.29,80.7,9.98,7.89,43.09,90.52,90.46,85.86,95.94,23.79,77.63,74.34,90.13,71.49
muratpasa_deniz,91.83,95.67,17.43,1.43,39.04,42.76,76.97,92.32,97.26,92.54,18.75,85.53,70.72,97.92,73.68
muratpasa_doguyaka,91.83,80.37,24.89,12.17,3.18,10.86,89.53,82.68,82.02,85.86,22.92,80.59,67.65,85.75,96.38
muratpasa_dutlubahce,91.83,88.54,7.24,3.4,11.4,21.27,87.88,97.37,91.23,97.59,8.55,90.79,63.27,92.76,1.43
muratpasa_elmali,77.8,91.12,4.93,0.55,53.95,23.46,68.53,99.56,97.92,99.34,88.05,79.55,70.39,99.01,1.43
muratpasa_ermenek,81.58,81.47,79.28,22.26,27.96,11.4,99.07,79.61,81.91,82.79,16.23,78.84,75.66,79.06,86.29
muratpasa_etiler,91.83,97.81,28.73,7.35,11.84,28.18,85.2,97.04,93.2,95.39,4.71,94.57,65.35,94.63,68.97
muratpasa_fener,98.96,98.79,92.98,7.24,17.11,39.58,96.6,93.86,99.23,90.79,2.63,98.03,75.55,93.31,85.64
muratpasa_gebizli,96.87,93.04,12.06,5.81,9.98,17.98,90.52,92.11,92.98,92.21,9.98,90.79,66.89,95.83,97.15
muratpasa_genclik,96.87,85.75,28.95,4.17,20.83,49.78,88.93,92.87,96.16,92.32,21.27,87.23,76.21,96.82,77.52
muratpasa_guvenlik,96.87,91.5,7.02,2.52,46.49,36.62,92.54,96.27,96.6,93.64,5.92,94.19,63.49,96.16,23.25
muratpasa_guzelbag,64.47,85.75,7.46,24.78,12.5,2.52,98.08,76.54,78.84,91.34,24.34,71.05,68.75,76.64,79.82
muratpasa_guzeloba,95.5,99.67,96.49,18.09,8.11,13.82,100.0,80.48,92.65,81.58,0.11,98.14,80.04,83.0,86.84
muratpasa_guzeloluk,81.58,73.79,51.64,18.64,3.84,30.37,97.64,79.28,77.63,77.3,13.05,80.92,72.48,85.31,94.41
aksu_guzelyurt,70.83,77.08,56.69,14.91,26.64,9.87,95.94,79.71,85.31,82.57,18.64,87.23,64.25,80.81,87.17
muratpasa_hasimiscan,77.8,85.75,57.57,2.3,40.35,48.9,76.97,99.67,97.81,97.26,66.01,82.18,74.56,99.29,57.02
muratpasa_kilincarslan,77.8,75.66,35.86,0.33,40.9,39.91,61.95,98.79,98.46,99.01,80.26,71.33,74.67,98.79,38.93
muratpasa_kircami,52.58,84.54,17.11,15.24,3.95,31.03,88.93,81.8,83.88,84.1,41.12,69.52,72.81,84.87,89.58
muratpasa_kizilarik,91.83,87.55,32.13,7.57,9.32,27.41,93.09,93.09,88.6,93.97,1.21,92.65,63.6,91.28,99.89
muratpasa_kizilsaray,77.8,91.12,17.65,0.44,28.73,38.16,68.53,99.78,98.68,96.82,25.44,90.79,68.09,97.2,1.43
muratpasa_kiziltoprak,98.96,98.96,21.93,8.11,9.54,19.41,89.53,92.98,93.31,95.61,0.77,96.77,69.3,91.45,97.81
muratpasa_kisla,77.8,95.5,25.0,0.88,19.3,36.84,74.07,99.12,95.83,97.7,37.06,83.88,71.6,98.9,46.82
muratpasa_konuksever,96.87,94.74,14.25,5.48,6.03,25.77,92.54,96.82,90.79,94.63,1.43,98.46,63.38,92.98,84.21
muratpasa_mehmetcik,77.8,71.98,59.54,12.83,3.4,24.01,90.52,85.2,87.06,85.2,52.85,68.15,68.97,87.72,90.57
muratpasa_meltem,91.83,96.27,97.7,9.76,27.85,48.14,96.82,87.94,98.14,97.37,7.46,88.32,74.45,90.79,76.43
